"Characteristic","unique(paramUse$ENTITY_ABBR)","CRITERION_VALUE","UNIT_NAME","CRITERIATYPEAQUAHUMHLTH","CRITERIATYPEFRESHSALTWATER","CRITERIATYPE_ACUTECHRONIC","USE_CLASS_NAME_LOCATION_ETC","ATTAINS_USE_NAME"
"silver","IL","see equation","[no units]",NA,NA,NA,"CHICAGO AREA WATERWAY SYSTEM AND LOWER DES PLAINES RIVER",NA
"silver","IL","1.1","mg/l",NA,NA,NA,"CHICAGO AREA WATERWAY SYSTEM AND LOWER DES PLAINES RIVER",NA
"silver","IN","See equation","µg/l","A",NA,"A","OUTSIDE OF MIXING ZONE",NA
"silver","ISL","See Equation","[no units]","A","F","A","SURFACE WATERS",NA
"silver","KALI","See Equation","µg/l","A",NA,"A","SURFACE WATERS",NA
"silver","KDWN","3.2","µg/l",NA,NA,NA,"SURFACE WATERS",NA
"silver","KDWN","0.10","mg/l",NA,NA,NA,"SURFACE WATERS",NA
"silver","KDWN","See Table","µg/l","A","F","A","SURFACE WATERS",NA
"silver","KDWN","See Table","µg/l","A","F","C","SURFACE WATERS",NA
"silver","KDWN","See Table","µg/l","A","F","A","SURFACE WATERS",NA
"silver","KDWN","See Table","µg/l","A","F","C","SURFACE WATERS",NA
"silver","KDWN","0.1","mg/l",NA,NA,NA,"CORTINA RANCHERIA GROUNDWATER",NA
"silver","KS","100","µg/l","H",NA,NA,"DOMESTIC WATER SUPPLY","DOMESTIC WATER SUPPLY"
"silver","KS","See equation","µg/l","A",NA,"A","AQUATIC LIFE",NA
"silver","KY","See equation","µg/l","A",NA,"A","WARM WATER AQUATIC HABITAT","WARM WATER AQUATIC HABITAT"
"silver","LA",NA,NA,NA,NA,NA,NA,NA
"silver","LACDU","3.20E+00","µg/l","A","F","A","SURFACE WATERS",NA
"silver","LAG","3.2","µg/l","A","F","A","SURFACE WATERS",NA
"silver","LAG","See Table","[no units]","A","F","A","SURFACE WATERS",NA
"silver","LAG","0.10","mg/l",NA,NA,NA,"DRINKING WATER",NA
"silver","LUM","3.2","µg/l","A","F","A","SURFACE WATERS",NA
"silver","LUM","1.9","µg/l","A","S","A","SURFACE WATERS",NA
"silver","MA","0.953","µg/l","A","S","A","ALL SURFACE WATERS",NA
"silver","MA","See Equation","µg/l","A","F","A","ALL SURFACE WATERS",NA
"silver","MAKA","3.2","µg/l","A","F","A","SURFACE WATERS",NA
"silver","MAKA","1.9","µg/l","A","S","A","SURFACE WATERS",NA
"silver","MD","0.1","mg/l","H",NA,NA,"DRINKING WATER MCL",NA
"silver","MD","1.9","µg/l","A","S","A","AMBIENT SURFACE WATERS",NA
"silver","MD","3.2","µg/l","A","F","A","AMBIENT SURFACE WATERS",NA
"silver","ME","2.24","µg/l","A","S","A","STATEWIDE CRITERIA",NA
"silver","ME","0.23","µg/l","A","F","A","STATEWIDE CRITERIA",NA
"silver","MI",NA,NA,NA,NA,NA,NA,NA
"silver","MICC","0.0032","mg/l","H",NA,NA,"CLASS 1 (POTABLE WATERS), TRIBAL PUBLIC HEALTH GOAL",NA
"silver","MICC","3.78","µg/l","A","F","A","CLASS III-A AND CLASS III-B WATERS",NA
"silver","MN","1.0","µg/l",NA,NA,"C","CLASS 2BD - CS","CLASS 2B"
"silver","MN","1.0","µg/l",NA,NA,"C","CLASS 2BD - CS","CLASS 2BD"
"silver","MN","4.1","µg/l",NA,NA,"A","CLASS 2BD - FAV","CLASS 2B"
"silver","MN","4.1","µg/l",NA,NA,"A","CLASS 2BD - FAV","CLASS 2BD"
"silver","MN","2","µg/l",NA,NA,NA,"CLASS 2BD - MS","CLASS 2B"
"silver","MN","2","µg/l",NA,NA,NA,"CLASS 2BD - MS","CLASS 2BD"
"silver","MN","100","µg/l","H",NA,NA,"CLASS 1B - DC","CLASS 1B"
"silver","MN","100","µg/l","H",NA,NA,"CLASS 1B/1C - DC","CLASS 1C"
"silver","MN","100","µg/l","H",NA,NA,"CLASS 1B/1C - DC","CLASS 1B"
"silver","MN","0.12","µg/l",NA,NA,"C","CLASS 2A - CS","CLASS 2A"
"silver","MN","4.1","µg/l",NA,NA,"A","CLASS 2A - FAV","CLASS 2A"
"silver","MN","2","µg/l",NA,NA,NA,"CLASS 2A - MS","CLASS 2A"
"silver","MN","1.0","µg/l",NA,NA,"C","CLASS 2BD - CS","CLASS 2B"
"silver","MN","1.0","µg/l",NA,NA,"C","CLASS 2BD - CS","CLASS 2BD"
"silver","MN","4.1","µg/l",NA,NA,"A","CLASS 2B&D - FAV","CLASS 2B"
"silver","MN","2.0","µg/l",NA,NA,NA,"CLASS 2B&D - MS","CLASS 2B"
"silver","MO","50","µg/l","H",NA,NA,"GROUND WATER",NA
"silver","MO","50","µg/l","H",NA,NA,"DRINKING WATER SUPPLY","DRINKING WATER SUPPLY"
"silver","MO","See equation","[no units]","A",NA,"A","AQUATIC LIFE PROTECTION","AQUATIC LIFE"
"silver","MS","100","µg/l","H",NA,NA,"ALL WATERS",NA
"silver","MS","0.98","µg/l","A","F","A","ALL WATERS",NA
"silver","MS","1.9","µg/l","A","S","A","ALL WATERS",NA
"silver","MT","100","µg/l","H",NA,NA,"SURFACE WATERS",NA
"silver","MT","See Equation","[no units]","A",NA,"A","SURFACE WATERS",NA
"silver","NAM","See Table","[no units]","A","F","A","HIGH QUALITY COLDWATER FISHERY USE, MARGINAL COLDWATER FISHERY USE, AND WARMWATER FISHERY USE",NA
"silver","NAM","0.05","mg/l",NA,NA,NA,"RECHARGE OF DOMESTIC WATER SUPPLY",NA
"silver","NAM","0.05","mg/l",NA,NA,NA,"INDUSTRIAL AND MUNICIPAL WATER SUPPLY USE",NA
"silver","NAV","35","µg/l",NA,NA,NA,"DOMESTIC WATER SUPPLY",NA
"silver","NAV","8000","µg/l",NA,NA,NA,"FISH CONSUMPTION",NA
"silver","NAV","4670","µg/l",NA,NA,NA,"PRIMARY HUMAN CONTACT",NA
"silver","NAV","4670","µg/l",NA,NA,NA,"SECONDARY HUMAN CONTACT",NA
"silver","NAV","See Table","[no units]","A",NA,"A","AQUATIC AND WILDLIFE HABITAT",NA
"silver","NC","0.06","µg/l","A","F","C","CLASS C WATERS",NA
"silver","NC","See Equation","[no units]","A","F","A","CLASS C WATERS",NA
"silver","NC","See Equation","[no units]","A","S","A","CLASS SC WATERS",NA
"silver","NC","See Equation","[no units]","A","S","C","CLASS SC WATERS",NA
"silver","NCHY","4.1","µg/l","A","F","A","SURFACE WATERS",NA
"silver","NCHY","0.12","µg/l","A","F","C","SURFACE WATERS",NA
"silver","ND","41.07","µg/l","A",NA,"A","CLASSES I, IA, II, III",NA
"silver","NE","0.1","mg/l","H",NA,NA,"PUBLIC DRINKING WATER",NA
"silver","NE","See equation","µg/l","A",NA,"A","AQUATIC LIFE USES","AQUATIC LIFE"
"silver","NH","65","mg/l","H",NA,NA,"DELAWARE RIVER BASIN ZONE 1A",NA
"silver","NH","105","µg/l","H",NA,NA,"DELAWARE RIVER BASIN ZONE 1A",NA
"silver","NH","0.2","µg/l","A","F","A","PROTECTION OF AQUATIC LIFE","AQUATIC LIFE"
"silver","NH","1.9","µg/l","A","S","A","PROTECTION OF AQUATIC LIFE","AQUATIC LIFE"
"silver","NJ","1.9","µg/l","A","S","A","DELAWARE RIVER ESTUARY",NA
"silver","NJ","See equation","µg/l","A","F","A","DELAWARE RIVER ESTUARY",NA
"silver","NJ","170","µg/l","H","F",NA,"DELAWARE RIVER ESTUARY",NA
"silver","NJ","40000","µg/l","H","S",NA,"DELAWARE RIVER ESTUARY",NA
"silver","NJ","40000","µg/l","H","F",NA,"DELAWARE RIVER ESTUARY",NA
"silver","NJ","1.9","µg/l","A","S","A","TOXIC SUBSTANCE CRITERIA",NA
"silver","NJ","170","µg/l","H","F",NA,"TOXIC SUBSTANCE CRITERIA",NA
"silver","NJ","40000","µg/l","H","S",NA,"TOXIC SUBSTANCE CRITERIA",NA
"silver","NJ","See equation","[no units]","A","F","A","TOXIC SUBSTANCE CRITERIA",NA
"silver","NM","see equation","µg/l","A",NA,"A","AQUATIC LIFE","AQUATIC LIFE"
"silver","NTR","3.4","µg/l","A","F","A","TOXICS CRITERIA FOR THOSE STATES NOT COMPLYING WITH CLEAN WATER ACT SECTION 303(C)(2)(B)",NA
"silver","NTR","1.9","µg/l","A","S","A","TOXICS CRITERIA FOR THOSE STATES NOT COMPLYING WITH CLEAN WATER ACT SECTION 303(C)(2)(B)",NA
"silver","NV","See equation","µg/l","A",NA,NA,"AQUATIC LIFE","AQUATIC LIFE"
"silver","NY","50","µg/l","H","F",NA,"CLASSES A, A-S, AA, AA-S",NA
"silver","NY","0.1","µg/l","A","F","C","CLASSES A, A-S, AA, AA-S, B, C",NA
"silver","NY","See notes","µg/l","A","F","A","CLASS D",NA
"silver","NY","2.3","µg/l","A","S","A","CLASS SD",NA
"silver","OH","50","µg/l","H",NA,NA,"OHIO RIVER - OUTSIDE MIXING ZONE AVERAGE (ELSEWHERE)",NA
"silver","OH","50","µg/l","H",NA,NA,"OHIO RIVER - OUTSIDE MIXING ZONE AVERAGE (INTAKES)",NA
"silver","OHKA","See Equation","µg/l","A","F","A","SURFACE WATERS",NA
"silver","OK","see equation","µg/l","A",NA,"A","FISH AND WILDLIFE PROPAGATION","FISH AND WILDLIFE PROPAGATION"
"silver","OK","64620.0","µg/l","H",NA,NA,"FISH CONSUMPTION (+ OTHER ORGANISMS)","FISH CONSUMPTION"
"silver","OK","104.8","µg/l","H",NA,NA,"FISH CONSUMPTION (+ OTHER ORGANISMS) AND WATER","FISH CONSUMPTION"
"silver","OK","50","µg/l","H",NA,NA,"PUBLIC AND PRIVATE WATER SUPPLY (RAW WATER)","PUBLIC AND PRIVATE WATER SUPPLY"
"silver","OR","0.1","µg/l","A","F","C","AQUATIC LIFE",NA
"silver","OR","1.9","µg/l","A","S","A","AQUATIC LIFE",NA
"silver","OR","See equation","[no units]","A","F","A","AQUATIC LIFE",NA
"silver","PA","1.9","µg/l","A","S","A","DELAWARE RIVER ESTUARY AND BAY. APPLIED IN PENNSYLVANIA ON A SITE SPECIFIC BASIS AS OUTLINED IN THE DRBC WQS.",NA
"silver","PA","See equation","µg/l","A","F","A","DELAWARE RIVER ESTUARY AND BAY. APPLIED IN PENNSYLVANIA ON A SITE SPECIFIC BASIS AS OUTLINED IN THE DRBC WQS.",NA
"silver","PA","170","µg/l","H","F",NA,"DELAWARE RIVER ESTUARY AND BAY. APPLIED IN PENNSYLVANIA ON A SITE SPECIFIC BASIS AS OUTLINED IN THE DRBC WQS.",NA
"silver","PA","40000","µg/l","H","S",NA,"DELAWARE RIVER ESTUARY AND BAY. APPLIED IN PENNSYLVANIA ON A SITE SPECIFIC BASIS AS OUTLINED IN THE DRBC WQS.",NA
"silver","PA","40000","µg/l","H","F",NA,"DELAWARE RIVER ESTUARY AND BAY. APPLIED IN PENNSYLVANIA ON A SITE SPECIFIC BASIS AS OUTLINED IN THE DRBC WQS.",NA
"silver","PA","See equation","µg/l","A",NA,"A","FISH AND AQUATIC LIFE","AQUATIC LIFE"
"silver","PGSK","3.4","µg/l","A","F","A","SURFACE WATERS",NA
"silver","PGSK","1.9","µg/l","A","S","A","SURFACE WATERS",NA
"silver","PIC","See Equation","[no units]","A",NA,"A","FISHERIES",NA
"silver","PIC","0.05","mg/l",NA,NA,NA,"RECHARGE OF DOMESTIC WATER SUPPLY",NA
"silver","POJ","0.05","mg/l",NA,NA,NA,"SEGMENTS DESIGNATED FOR GROUNDWATER RECHARGE",NA
"silver","POJ","See Equation","[no units]","A",NA,"A","SEGMENTS DESIGNATED FOR MARGINAL COLDWATER FISHERIES",NA
"silver","PR","2.24","µg/l","A",NA,NA,"CLASS SB WATERS",NA
"silver","PR","See Equation","µg/l","A",NA,NA,"CLASS SD WATERS",NA
"silver","PUYA","See Equation","[no units]",NA,"F","A","SURFACE WATERS",NA
"silver","PUYA","1.2","µg/l","A","S","A","SURFACE WATERS",NA
"silver","PYRA","See Equation","µg/l","A","F","C","PYRAMID LAKE RESERVATION SURFACE WATERS",NA
"silver","RBLMI","See equation","[no units]","A","F","A","AQUATIC LIFE",NA
"silver","RBLMI","See equation","[no units]","A","F","C","AQUATIC LIFE",NA
"silver","RI","1.9","µg/l","A","S","A","AQUATIC LIFE",NA
"silver","RI","See equation","µg/l","A","F","A","AQUATIC LIFE",NA
"silver","SAND","See Equation","[no units]","A","F","A","SURFACE WATER",NA
"silver","SC","0.37","µg/l","A","F","A","AQUATIC LIFE","AQUATIC LIFE"
"silver","SC","2.3","µg/l","A","S","A","AQUATIC LIFE","AQUATIC LIFE"
"silver","SD","20","µg/l",NA,NA,NA,"WHITEWOOD CREEK FROM INTERSTATE 90 TO ITS CONFLUENCE WITH GOLD RUN CREEK",NA
"silver","SD","See equation","µg/l","A","F","A","USES 2, 3, 4, 5, 6, 9",NA
"silver","SEMI","See Equation","[no units]",NA,NA,NA,"CLASS I: POTABLE WATER SUPPLY",NA
"silver","SEMI","See Equation","[no units]",NA,NA,NA,"CLASS II: RECREATION, PROPAGATION AND MAINTENANCE OF A HEALTHY, WELL-BALANCED POPULATION OF FISH AND WILDLIFE, SUBCLASSES 2-B AND 2-C AND CLASS III: AGRICULTURAL PURPOSES",NA
"silver","SKT","3.8","µg/l","A","F","A","SURFACE WATERS",NA
"silver","SPOK","3.4E+00","µg/l","A",NA,"A","SURFACE WATERS",NA
"silver","SPOK","100","µg/l","H",NA,NA,"PRIMARY CONTACT CEREMONIAL AND SPIRITUAL USES",NA
"silver","SRM","50","µg/l","H",NA,NA,"GA WATER CLASS",NA
"silver","SRM","50","µg/l","H",NA,NA,"A, A-S, AA, AA-S WATER CLASSES",NA
"silver","SRM","0.1","µg/l","A",NA,"C","A, A-S, AA, AA-S, B, C, D WATER CLASSES",NA
"silver","SRM","See Equation","[no units]","A",NA,"A","A, A-S, AA, AA-S, B, C, D WATER CLASSES",NA
"silver","SRM","100","µg/l",NA,NA,NA,"CLASS GA: GROUNDWATER EFFLUENT LIMITATIONS",NA
"silver","STANA","See Equation","µg/l","A","F","A","SURFACE WATERS",NA
"silver","STCLA","See Equation","[no units]","A","F","A","SURFACE WATERS",NA
"silver","STCLA","0.1","mg/l",NA,NA,NA,"GROUND-WATER RECHARGE, DOMESTIC, MUNICIPAL, AND INDUSTRIAL WATER SUPPLY USES",NA
"silver","SUTE","See Equation","µg/l","A",NA,"A","AQUATIC LIFE",NA
"silver","SUTE","See Equation","µg/l","A",NA,"C","AQUATIC LIFE",NA
"silver","SWINO",NA,NA,NA,NA,NA,NA,NA
"silver","TAOS","100","µg/l",NA,NA,NA,"DRINKING WATER",NA
"silver","TAOS","See Equation","[no units]","A",NA,"A","AQUATIC LIFE",NA
"silver","TESU","See Equation","[no units]","A",NA,"A","HIGH QUALITY COLDWATER FISHERY USE",NA
"silver","TESU","See Equation","[no units]","A",NA,"A","WARM WATER FISHERY USE",NA
"silver","TESU","0.05","mg/l",NA,NA,NA,"GROUNDWATER RECHARGE",NA
"silver","TN","3.2","µg/l","A",NA,"A","FISH AND AQUATIC LIFE","FISH AND AQUATIC LIFE"
"silver","TWNIN","3.2","µg/l","A","F","A","SURFACE WATERS",NA
"silver","TWNIN","1.9","µg/l","A","S","A","SURFACE WATERS",NA
"silver","TX","0.8","µg/l","A","F","A","AQUATIC LIFE PROTECTION",NA
"silver","TX","2","µg/l","A","S","A","AQUATIC LIFE PROTECTION",NA
"silver","UMA","3.4","µg/l","A","F","A","SURFACE WATERS",NA
"silver","UMU","See Equation","[no units]","A",NA,"A","WARM WATER AQUATIC LIFE",NA
"silver","UMU","See Equation","[no units]","A",NA,"C","WARM WATER AQUATIC LIFE",NA
"silver","UMU","See Equation","[no units]","A",NA,"A","COLD WATER AQUATIC LIFE",NA
"silver","UMU","See Equation","[no units]","A",NA,"C","COLD WATER AQUATIC LIFE",NA
"silver","UMU","100","µg/l","H",NA,NA,"DRINKING WATER SOURCE, TRIBAL CULTURAL USE",NA
"silver","UMU","110,000","µg/l","H",NA,NA,"FISH CONSUMPTION",NA
"silver","UT","3.2","µg/l","A",NA,NA,"AQUATIC WILDLIFE; CLASS 3A",NA
"silver","UT","3.2","µg/l","A",NA,NA,"AQUATIC WILDLIFE; CLASS 3B",NA
"silver","UT","3.2","µg/l","A",NA,NA,"AQUATIC WILDLIFE; CLASS 3C",NA
"silver","UT","3.2","µg/l","A",NA,NA,"AQUATIC WILDLIFE; CLASS 3D",NA
"silver","UT","0.05","mg/l","H",NA,NA,"DOMESTIC SOURCE, CLASS 1C","DOMESTIC SOURCE"
"silver","UT","See Equation","µg/l","A",NA,"A","AQUATIC WILDLIFE; CLASSES 3A, 3B, 3C, 3D",NA
"silver","VA","See equation","µg/l","A","F","A","AQUATIC LIFE","AQUATIC LIFE"
"silver","VA","See equation","µg/l","A","S","A","AQUATIC LIFE","AQUATIC LIFE"
"silver","VI","3.2","µg/l","A","F","A","CLASS OF INLAND FRESH WATERS (IF) AND INLAND GROUNDWATERS (IG)",NA
"silver","VI","1.9","µg/l","A","S","A","CLASS OF INLAND BRACKISH OR SALINE (IBS), CLASS A, CLASS B, AND CLASS B WATERS",NA
"silver","VT","1.02","µg/l","A",NA,"A","PROTECTION OF AQUATIC BIOTA","AQUATIC BIOTA"
"silver","WA","see notes","[no units]","A","F","A","AQUATIC LIFE",NA
"silver","WA","1.9","µg/l","A","S","A","AQUATIC LIFE",NA
"silver","WI","28000","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - COLD WATER COMMUNITIES","PUBLIC WATER SUPPLY"
"silver","WI","28000","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - COLD WATER COMMUNITIES","WATER SUPPLY"
"silver","WI","28000","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - COLD WATER COMMUNITIES","COLD WATER COMMUNITIES"
"silver","WI","28000","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - COLD WATER COMMUNITIES","COLD I"
"silver","WI","28000","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - LIMITED AQUATIC LIFE","PUBLIC WATER SUPPLY"
"silver","WI","28000","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - LIMITED AQUATIC LIFE","WATER SUPPLY"
"silver","WI","28000","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - LIMITED AQUATIC LIFE","LIMITED AQUATIC LIFE"
"silver","WI","28000","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - WARM WATER FORAGE, LIMITED FORAGE, AND WARM WATER SPORT FISH COMMUNITIES","PUBLIC WATER SUPPLY"
"silver","WI","28000","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - WARM WATER FORAGE, LIMITED FORAGE, AND WARM WATER SPORT FISH COMMUNITIES","WATER SUPPLY"
"silver","WI","28000","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - WARM WATER FORAGE, LIMITED FORAGE, AND WARM WATER SPORT FISH COMMUNITIES","WARM WATER SPORT FISH COMMUNITIES"
"silver","WI","28000","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - WARM WATER FORAGE, LIMITED FORAGE, AND WARM WATER SPORT FISH COMMUNITIES","LIMITED FORAGE FISH COMMUNITIES"
"silver","WI","28000","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - WARM WATER FORAGE, LIMITED FORAGE, AND WARM WATER SPORT FISH COMMUNITIES","WARM WATER FORAGE FISH COMMUNITIES"
"silver","WI","28000","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - WARM WATER FORAGE, LIMITED FORAGE, AND WARM WATER SPORT FISH COMMUNITIES","WARM WATER SPORT FISH"
"silver","WI","28000","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - WARM WATER FORAGE, LIMITED FORAGE, AND WARM WATER SPORT FISH COMMUNITIES","WARM WATER FORAGE FISH"
"silver","WI","140","µg/l","H",NA,NA,"PUBLIC WATER SUPPLY - COLD WATER COMMUNITIES","PUBLIC WATER SUPPLY"
"silver","WI","140","µg/l","H",NA,NA,"PUBLIC WATER SUPPLY - COLD WATER COMMUNITIES","WATER SUPPLY"
"silver","WI","140","µg/l","H",NA,NA,"PUBLIC WATER SUPPLY - COLD WATER COMMUNITIES","COLD WATER COMMUNITIES"
"silver","WI","140","µg/l","H",NA,NA,"PUBLIC WATER SUPPLY - COLD WATER COMMUNITIES","COLD I"
"silver","WI","140","µg/l","H",NA,NA,"PUBLIC WATER SUPPLY - WARM WATER SPORT FISH COMMUNITIES","PUBLIC WATER SUPPLY"
"silver","WI","140","µg/l","H",NA,NA,"PUBLIC WATER SUPPLY - WARM WATER SPORT FISH COMMUNITIES","WATER SUPPLY"
"silver","WI","140","µg/l","H",NA,NA,"PUBLIC WATER SUPPLY - WARM WATER SPORT FISH COMMUNITIES","WARM WATER SPORT FISH COMMUNITIES"
"silver","WI","140","µg/l","H",NA,NA,"PUBLIC WATER SUPPLY - WARM WATER SPORT FISH COMMUNITIES","WARM WATER SPORT FISH"
"silver","WMA","0.05","mg/l",NA,NA,NA,"DOMESTIC/INDUSTRIAL WATER SUPPLY",NA
"silver","WST","3.2","µg/l","A","F","A","SURFACE WATERS",NA
"silver","WST","0.05","mg/l","H",NA,NA,"DRINKING WATER",NA
"silver","WV","See equation","µg/l","H",NA,NA,"CATEGORY A WATERS",NA
"silver","WV","See equation","µg/l","A",NA,"A","CATEGORY B1 AND B4 WATERS",NA
"silver","WV","See equation","µg/l","A",NA,"C","CATEGORY B1 AND B4 WATERS",NA
"silver","WV","See equation","µg/l","A",NA,"A","CATEGORY B2 WATERS",NA
"silver","WV","See equation","µg/l","A",NA,"C","CATEGORY B2 WATERS",NA
"silver","WY","100","µg/l","H","F",NA,"HUMAN HEALTH",NA
"silver","WY","1.7","µg/l","A","F","A","AQUATIC LIFE",NA
"silver",NA,NA,NA,NA,NA,NA,NA,NA
"temperature, water","304A",NA,NA,NA,NA,NA,NA,NA
"temperature, water","ACO",NA,NA,NA,NA,NA,NA,NA
"temperature, water","AK",NA,NA,NA,NA,NA,NA,NA
"temperature, water","AL",NA,NA,NA,NA,NA,NA,NA
"temperature, water","AR",NA,NA,NA,NA,NA,NA,NA
"temperature, water","AS",NA,NA,NA,NA,NA,NA,NA
"temperature, water","ASFP",NA,NA,NA,NA,NA,NA,NA
"temperature, water","AZ",NA,NA,NA,NA,NA,NA,NA
"temperature, water","BPP",NA,NA,NA,NA,NA,NA,NA
"temperature, water","BPT",NA,NA,NA,NA,NA,NA,NA
"temperature, water","BRBCHP",NA,NA,NA,NA,NA,NA,NA
"temperature, water","CA",NA,NA,NA,NA,NA,NA,NA
"temperature, water","CA1",NA,NA,NA,NA,NA,NA,NA
"temperature, water","CA2",NA,NA,NA,NA,NA,NA,NA
"temperature, water","CA3",NA,NA,NA,NA,NA,NA,NA
"temperature, water","CA4",NA,NA,NA,NA,NA,NA,NA
"temperature, water","CA5",NA,NA,NA,NA,NA,NA,NA
"temperature, water","CA6",NA,NA,NA,NA,NA,NA,NA
"temperature, water","CA7",NA,NA,NA,NA,NA,NA,NA
"temperature, water","CA8",NA,NA,NA,NA,NA,NA,NA
"temperature, water","CA9",NA,NA,NA,NA,NA,NA,NA
"temperature, water","CDA",NA,NA,NA,NA,NA,NA,NA
"temperature, water","CHE",NA,NA,NA,NA,NA,NA,NA
"temperature, water","CNMI",NA,NA,NA,NA,NA,NA,NA
"temperature, water","CO",NA,NA,NA,NA,NA,NA,NA
"temperature, water","COL",NA,NA,NA,NA,NA,NA,NA
"temperature, water","CT",NA,NA,NA,NA,NA,NA,NA
"temperature, water","CTR",NA,NA,NA,NA,NA,NA,NA
"temperature, water","DC",NA,NA,NA,NA,NA,NA,NA
"temperature, water","DE",NA,NA,NA,NA,NA,NA,NA
"temperature, water","EBCI",NA,NA,NA,NA,NA,NA,NA
"temperature, water","FDL",NA,NA,NA,NA,NA,NA,NA
"temperature, water","FL",NA,NA,NA,NA,NA,NA,NA
"temperature, water","GA",NA,NA,NA,NA,NA,NA,NA
"temperature, water","GPCHMN",NA,NA,NA,NA,NA,NA,NA
"temperature, water","GU",NA,NA,NA,NA,NA,NA,NA
"temperature, water","HI",NA,NA,NA,NA,NA,NA,NA
"temperature, water","HOOP",NA,NA,NA,NA,NA,NA,NA
"temperature, water","HPI",NA,NA,NA,NA,NA,NA,NA
"temperature, water","HUAL",NA,NA,NA,NA,NA,NA,NA
"temperature, water","IA",NA,NA,NA,NA,NA,NA,NA
"temperature, water","ID",NA,NA,NA,NA,NA,NA,NA
"temperature, water","IL",NA,NA,NA,NA,NA,NA,NA
"temperature, water","IN",NA,NA,NA,NA,NA,NA,NA
"temperature, water","ISL",NA,NA,NA,NA,NA,NA,NA
"temperature, water","KALI",NA,NA,NA,NA,NA,NA,NA
"temperature, water","KDWN",NA,NA,NA,NA,NA,NA,NA
"temperature, water","KS",NA,NA,NA,NA,NA,NA,NA
"temperature, water","KY",NA,NA,NA,NA,NA,NA,NA
"temperature, water","LA",NA,NA,NA,NA,NA,NA,NA
"temperature, water","LACDU",NA,NA,NA,NA,NA,NA,NA
"temperature, water","LAG",NA,NA,NA,NA,NA,NA,NA
"temperature, water","LUM",NA,NA,NA,NA,NA,NA,NA
"temperature, water","MA",NA,NA,NA,NA,NA,NA,NA
"temperature, water","MAKA",NA,NA,NA,NA,NA,NA,NA
"temperature, water","MD",NA,NA,NA,NA,NA,NA,NA
"temperature, water","ME",NA,NA,NA,NA,NA,NA,NA
"temperature, water","MI",NA,NA,NA,NA,NA,NA,NA
"temperature, water","MICC",NA,NA,NA,NA,NA,NA,NA
"temperature, water","MN",NA,NA,NA,NA,NA,NA,NA
"temperature, water","MO",NA,NA,NA,NA,NA,NA,NA
"temperature, water","MS",NA,NA,NA,NA,NA,NA,NA
"temperature, water","MT",NA,NA,NA,NA,NA,NA,NA
"temperature, water","NAM",NA,NA,NA,NA,NA,NA,NA
"temperature, water","NAV",NA,NA,NA,NA,NA,NA,NA
"temperature, water","NC",NA,NA,NA,NA,NA,NA,NA
"temperature, water","NCHY",NA,NA,NA,NA,NA,NA,NA
"temperature, water","ND",NA,NA,NA,NA,NA,NA,NA
"temperature, water","NE",NA,NA,NA,NA,NA,NA,NA
"temperature, water","NH",NA,NA,NA,NA,NA,NA,NA
"temperature, water","NJ",NA,NA,NA,NA,NA,NA,NA
"temperature, water","NM",NA,NA,NA,NA,NA,NA,NA
"temperature, water","NTR",NA,NA,NA,NA,NA,NA,NA
"temperature, water","NV",NA,NA,NA,NA,NA,NA,NA
"temperature, water","NY",NA,NA,NA,NA,NA,NA,NA
"temperature, water","OH",NA,NA,NA,NA,NA,NA,NA
"temperature, water","OHKA",NA,NA,NA,NA,NA,NA,NA
"temperature, water","OK",NA,NA,NA,NA,NA,NA,NA
"temperature, water","OR",NA,NA,NA,NA,NA,NA,NA
"temperature, water","PA",NA,NA,NA,NA,NA,NA,NA
"temperature, water","PGSK",NA,NA,NA,NA,NA,NA,NA
"temperature, water","PIC",NA,NA,NA,NA,NA,NA,NA
"temperature, water","POJ",NA,NA,NA,NA,NA,NA,NA
"temperature, water","PR",NA,NA,NA,NA,NA,NA,NA
"temperature, water","PUYA",NA,NA,NA,NA,NA,NA,NA
"temperature, water","PYRA",NA,NA,NA,NA,NA,NA,NA
"temperature, water","RBLMI",NA,NA,NA,NA,NA,NA,NA
"temperature, water","RI",NA,NA,NA,NA,NA,NA,NA
"temperature, water","SAND",NA,NA,NA,NA,NA,NA,NA
"temperature, water","SC",NA,NA,NA,NA,NA,NA,NA
"temperature, water","SD",NA,NA,NA,NA,NA,NA,NA
"temperature, water","SEMI",NA,NA,NA,NA,NA,NA,NA
