"ENTITY_ABBR.x","CST_USE_NAME","ENTITY_ABBR.y","ATTAINS_USE_NAME","USE_NAME_UNLISTED"
"WI","WARM WATER SPORTFISH, WARM WATER FORAGE (UNIDIRECTIONAL FLOW LESS THAN 200 CFS)","WI","WARM WATER SPORT FISH","^(?=.*WARM)(?=.*WATER)(?=.*SPORT)(?=.*FISH).*$"
NA,NA,"PA","LIVESTOCK WATER SUPPLY","^(?=.*LIVESTOCK)(?=.*WATER)(?=.*SUPPLY).*$"
NA,NA,"MD","AGRICULTURAL WATER SUPPLY","^(?=.*AGRICULTURAL)(?=.*WATER)(?=.*SUPPLY).*$"
NA,NA,"NV","NO DESIGNATED BENEFICIAL USE","^(?=.*NO)(?=.*DESIGNATED)(?=.*BENEFICIAL)(?=.*USE).*$"
NA,NA,"CA","SWIMMABLE","^(?=.*SWIMMABLE).*$"
NA,NA,"MT","COLD WATER FISHES","^(?=.*COLD)(?=.*WATER)(?=.*FISHES).*$"
NA,NA,"HI","AQUATIC LIFE SUPPORT","^(?=.*AQUATIC)(?=.*LIFE)(?=.*SUPPORT).*$"
NA,NA,"UT","GREAT SALT LAKE - GILBERT BAY","^(?=.*GREAT)(?=.*SALT)(?=.*LAKE)(?=.*-)(?=.*GILBERT)(?=.*BAY).*$"
NA,NA,"UT","GREAT SALT LAKE - TRANSITIONAL WATERS","^(?=.*GREAT)(?=.*SALT)(?=.*LAKE)(?=.*-)(?=.*TRANSITIONAL)(?=.*WATERS).*$"
NA,NA,"NH","SHELLFISH CONSUMPTION","^(?=.*SHELLFISH)(?=.*CONSUMPTION).*$"
NA,NA,"AR","SECONDARY CONTACT REC","^(?=.*SECONDARY)(?=.*CONTACT)(?=.*REC).*$"
NA,NA,"TX","PRIMARY RECREATION/SWIMMING","^(?=.*PRIMARY)(?=.*RECREATION/SWIMMING).*$"
NA,NA,"KS","GROUND WATER RECHARGE","^(?=.*GROUND)(?=.*WATER)(?=.*RECHARGE).*$"
NA,NA,"OK","FISH AND WILDLIFE PROPAGATION-COOL WATER AQUATIC COMMUNITY SUBCATEGORY","^(?=.*FISH)(?=.*AND)(?=.*WILDLIFE)(?=.*PROPAGATION-COOL)(?=.*WATER)(?=.*AQUATIC)(?=.*COMMUNITY)(?=.*SUBCATEGORY).*$"
NA,NA,"OH","HUMAN HEALTH - FISH CONSUMPTION","^(?=.*HUMAN)(?=.*HEALTH)(?=.*-)(?=.*FISH)(?=.*CONSUMPTION).*$"
"IA","CLASS A1 - PRIMARY CONTACT RECREATIONAL USE","IA","PRIMARY CONTACT (RECR)","^(?=.*PRIMARY)(?=.*CONTACT)(?=.*(RECR)).*$"
NA,NA,"SC","FISHING","^(?=.*FISHING).*$"
NA,NA,"RI","PRIMARY RECREATION/SWIMMING","^(?=.*PRIMARY)(?=.*RECREATION/SWIMMING).*$"
NA,NA,"AL","INDUSTRIAL AND AGRICULTURE USES","^(?=.*INDUSTRIAL)(?=.*AND)(?=.*AGRICULTURE)(?=.*USES).*$"
NA,NA,"NV","AQUATIC LIFE SUPPORT","^(?=.*AQUATIC)(?=.*LIFE)(?=.*SUPPORT).*$"
NA,NA,"NC","AQUATIC LIFE PROPAGATION AND SURVIVAL","^(?=.*AQUATIC)(?=.*LIFE)(?=.*PROPAGATION)(?=.*AND)(?=.*SURVIVAL).*$"
NA,NA,"UT","WARM WATER GAME FISH (3B)","^(?=.*WARM)(?=.*WATER)(?=.*GAME)(?=.*FISH)(?=.*(3B)).*$"
"NH","PROTECTION OF AQUATIC LIFE","NH","AQUATIC LIFE","^(?=.*AQUATIC)(?=.*LIFE).*$"
NA,NA,"WV","WATER CONTACT RECREATION: RECREATION","^(?=.*WATER)(?=.*CONTACT)(?=.*RECREATION:)(?=.*RECREATION).*$"
NA,NA,"NC","DRINKING WATER SUPPLY","^(?=.*DRINKING)(?=.*WATER)(?=.*SUPPLY).*$"
NA,NA,"NJ","PRIMARY CONTACT RECREATION","^(?=.*PRIMARY)(?=.*CONTACT)(?=.*RECREATION).*$"
"IL","PUBLIC AND FOOD PROCESSING WATER SUPPLY","IL","PUBLIC WATER SUPPLY","^(?=.*PUBLIC)(?=.*WATER)(?=.*SUPPLY).*$"
NA,NA,"NV","DRINKING WATER SUPPLY","^(?=.*DRINKING)(?=.*WATER)(?=.*SUPPLY).*$"
NA,NA,"HI","AQUATIC LIFE","^(?=.*AQUATIC)(?=.*LIFE).*$"
NA,NA,"CO","AQUATIC LIFE COLD 1","^(?=.*AQUATIC)(?=.*LIFE)(?=.*COLD)(?=.*1).*$"
NA,NA,"IL","SECONDARY CONTACT AND INDIGENOUS AQUATIC LIFE WATERS","^(?=.*SECONDARY)(?=.*CONTACT)(?=.*AND)(?=.*INDIGENOUS)(?=.*AQUATIC)(?=.*LIFE)(?=.*WATERS).*$"
NA,NA,"WI","COLD II","^(?=.*COLD)(?=.*II).*$"
NA,NA,"DE","HARVESTABLE SHELLFISH WATERS","^(?=.*HARVESTABLE)(?=.*SHELLFISH)(?=.*WATERS).*$"
"MS","SHELLFISH HARVESTING","MS","SHELLFISH HARVESTING","^(?=.*SHELLFISH)(?=.*HARVESTING).*$"
NA,NA,"NV","WILDLIFE & WILDLIFE HABITAT","^(?=.*WILDLIFE)(?=.*&)(?=.*WILDLIFE)(?=.*HABITAT).*$"
NA,NA,"NV","ENHANCEMENT OF WATER QUALITY","^(?=.*ENHANCEMENT)(?=.*OF)(?=.*WATER)(?=.*QUALITY).*$"
NA,NA,"ND","MARGINAL FISHERY","^(?=.*MARGINAL)(?=.*FISHERY).*$"
"CA1","INLAND SALINE WATER HABITAT (SAL)","CA","SALINE WATER HABITAT","^(?=.*SALINE)(?=.*WATER)(?=.*HABITAT).*$"
NA,NA,"GA","WILD/SCENIC","^(?=.*WILD/SCENIC).*$"
"MI","TOTAL BODY CONTACT RECREATION","MI","RECREATION","^(?=.*RECREATION).*$"
"SEMI","CLASS II: RECREATION, PROPAGATION AND MAINTENANCE OF A HEALTHY, WELL-BALANCED POPULATION OF FISH AND WILDLIFE, SUBCLASSES 2-B AND 2-C","MI","RECREATION","^(?=.*RECREATION).*$"
"SEMI","CLASS II: RECREATION, PROPAGATION AND MAINTENANCE OF A HEALTHY, WELL-BALANCED POPULATION OF FISH AND WILDLIFE, SUBCLASSES 2-B AND 2-C AND CLASS III: AGRICULTURAL PURPOSES","MI","RECREATION","^(?=.*RECREATION).*$"
"SEMI","CLASS II: RECREATION, PROPAGATION AND MAINTENANCE OF A HEALTHY, WELL-BALANCED POPULATION OF FISH AND WILDLIFE, SUBCLASS 2-B","MI","RECREATION","^(?=.*RECREATION).*$"
"SEMI","CLASS II: RECREATION, PROPAGATION AND MAINTENANCE OF A HEALTHY, WELL-BALANCED POPULATION OF FISH AND WILDLIFE, SUBCLASS 2-C","MI","RECREATION","^(?=.*RECREATION).*$"
"SEMI","CLASS II: RECREATION, PROPAGATION AND MAINTENANCE OF A HEALTHY, WELL-BALANCED POPULATION OF FISH AND WILDLIFE, SUBCLASS 2-C AND CLASS III: AGRICULTURAL PURPOSES","MI","RECREATION","^(?=.*RECREATION).*$"
"RBLMI","CONTACT RECREATIONAL USE","MI","RECREATION","^(?=.*RECREATION).*$"
"RBLMI","PRIMARY CONTACT RECREATION","MI","RECREATION","^(?=.*RECREATION).*$"
"RBLMI","PRIMARY CONTACT RECREATION AND MUNICIPAL DOMESTIC SUPPLY","MI","RECREATION","^(?=.*RECREATION).*$"
NA,NA,"WA","BOATING","^(?=.*BOATING).*$"
NA,NA,"UT","AQUATIC WILDLIFE (COLD WATER)","^(?=.*AQUATIC)(?=.*WILDLIFE)(?=.*(COLD)(?=.*WATER)).*$"
NA,NA,"CA","GROUND WATER RECHARGE","^(?=.*GROUND)(?=.*WATER)(?=.*RECHARGE).*$"
NA,NA,"CT","INDUSTRIAL SUPPLY","^(?=.*INDUSTRIAL)(?=.*SUPPLY).*$"
NA,NA,"MI","AQUATIC LIFE: PROTECTION & PROPAGATION OF FISH","^(?=.*AQUATIC)(?=.*LIFE:)(?=.*PROTECTION)(?=.*&)(?=.*PROPAGATION)(?=.*OF)(?=.*FISH).*$"
NA,NA,"AS","CULT./CEREMONIAL","^(?=.*CULT./CEREMONIAL).*$"
NA,NA,"AK","FRESH WATER / WATER SUPPLY / AQUACULTURE","^(?=.*FRESH)(?=.*WATER)(?=.*/)(?=.*WATER)(?=.*SUPPLY)(?=.*/)(?=.*AQUACULTURE).*$"
NA,NA,"OH","LIMITED RESOURCE WATERS - SMALL DRAINAGE WAY MAINTENANCE","^(?=.*LIMITED)(?=.*RESOURCE)(?=.*WATERS)(?=.*-)(?=.*SMALL)(?=.*DRAINAGE)(?=.*WAY)(?=.*MAINTENANCE).*$"
NA,NA,"NE","PROTECTION OF AQUATIC LIFE","^(?=.*PROTECTION)(?=.*OF)(?=.*AQUATIC)(?=.*LIFE).*$"
NA,NA,"AK","MARINE WATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE","^(?=.*MARINE)(?=.*WATER)(?=.*/)(?=.*GROWTH)(?=.*AND)(?=.*PROPAGATION)(?=.*OF)(?=.*FISH,)(?=.*SHELLFISH,)(?=.*OTHER)(?=.*AQUATIC)(?=.*LIFE)(?=.*AND)(?=.*WILDLIFE).*$"
NA,NA,"MN","CLASS 1D DRINKING WATER","^(?=.*CLASS)(?=.*1D)(?=.*DRINKING)(?=.*WATER).*$"
NA,NA,"HI","NONE","^(?=.*NONE).*$"
NA,NA,"AL","PROPAGATION OF FISH AND WILDLIFE","^(?=.*PROPAGATION)(?=.*OF)(?=.*FISH)(?=.*AND)(?=.*WILDLIFE).*$"
NA,NA,"CA","COLD WATER - FRESHWATER HABITAT","^(?=.*COLD)(?=.*WATER)(?=.*-)(?=.*FRESHWATER)(?=.*HABITAT).*$"
NA,NA,"NY","SHELLFISH","^(?=.*SHELLFISH).*$"
NA,NA,"KY","SECONDARY CONTACT RECREATION WATER","^(?=.*SECONDARY)(?=.*CONTACT)(?=.*RECREATION)(?=.*WATER).*$"
NA,NA,"MN","CLASS 1D","^(?=.*CLASS)(?=.*1D).*$"
NA,NA,"DC","PRIMARY CONTACT RECREATION","^(?=.*PRIMARY)(?=.*CONTACT)(?=.*RECREATION).*$"
NA,NA,"AK","ACWA -- HABITAT DEGRADATION","^(?=.*ACWA)(?=.*--)(?=.*HABITAT)(?=.*DEGRADATION).*$"
NA,NA,"MA","COLDWATER FISHERY","^(?=.*COLDWATER)(?=.*FISHERY).*$"
"OH","MODIFIED WARMWATER HABITATS IN THE HURON/ERIE LAKE PLAIN ECOREGION","OH","WARMWATER  HABITAT","^(?=.*WARMWATER)(?=.*)(?=.*HABITAT).*$"
NA,NA,"AR","AGRICULTURE AND INDUSTRY","^(?=.*AGRICULTURE)(?=.*AND)(?=.*INDUSTRY).*$"
NA,NA,"TX","OYSTER WATERS USE","^(?=.*OYSTER)(?=.*WATERS)(?=.*USE).*$"
NA,NA,"NM","COOLWATER AQUATIC LIFE","^(?=.*COOLWATER)(?=.*AQUATIC)(?=.*LIFE).*$"
"TN","TROUT STREAMS","TN","TROUT STREAM","^(?=.*TROUT)(?=.*STREAM).*$"
"TN","STREAMS IN ECOREGION 66 NOT DESIGNATED AS NATURALLY REPRODUCING TROUT STREAMS","TN","TROUT STREAM","^(?=.*TROUT)(?=.*STREAM).*$"
NA,NA,"CA","ENVIRONMENTAL WATER QUALITY","^(?=.*ENVIRONMENTAL)(?=.*WATER)(?=.*QUALITY).*$"
NA,NA,"KY","PRIMARY CONTACT RECREATION WATER","^(?=.*PRIMARY)(?=.*CONTACT)(?=.*RECREATION)(?=.*WATER).*$"
NA,NA,"MP","AQUATIC LIFE USE","^(?=.*AQUATIC)(?=.*LIFE)(?=.*USE).*$"
NA,NA,"NC","CEREMONIAL","^(?=.*CEREMONIAL).*$"
NA,NA,"CT","NAVIGATION","^(?=.*NAVIGATION).*$"
NA,NA,"NY","DOMESTIC, MUNICIPAL WATER SUPPLY","^(?=.*DOMESTIC,)(?=.*MUNICIPAL)(?=.*WATER)(?=.*SUPPLY).*$"
NA,NA,"OR","HYDROPOWER","^(?=.*HYDROPOWER).*$"
NA,NA,"AK","MARINE WATER; WATER SUPPLY; SEAFOOD PROCESSING","^(?=.*MARINE)(?=.*WATER;)(?=.*WATER)(?=.*SUPPLY;)(?=.*SEAFOOD)(?=.*PROCESSING).*$"
"WI","WARM WATER SPORTFISH, WARM WATER FORAGE","WI","WARM WATER FORAGE FISH","^(?=.*WARM)(?=.*WATER)(?=.*FORAGE)(?=.*FISH).*$"
"WI","WARM WATER SPORTFISH, WARM WATER FORAGE, AND LIMITED FORAGE FISH","WI","WARM WATER FORAGE FISH","^(?=.*WARM)(?=.*WATER)(?=.*FORAGE)(?=.*FISH).*$"
"WI","NON-PUBLIC WATER SUPPLY - WARM WATER FORAGE, LIMITED FORAGE, AND WARM WATER SPORT FISH COMMUNITIES","WI","WARM WATER FORAGE FISH","^(?=.*WARM)(?=.*WATER)(?=.*FORAGE)(?=.*FISH).*$"
"WI","COLD WATER, WARM WATER, SPORTFISH, WARM WATER FORAGE, AND LIMITED FORAGE FISH","WI","WARM WATER FORAGE FISH","^(?=.*WARM)(?=.*WATER)(?=.*FORAGE)(?=.*FISH).*$"
"WI","SPORTFISH, WARM WATER FORAGE, AND LIMITED FORAGE FISH","WI","WARM WATER FORAGE FISH","^(?=.*WARM)(?=.*WATER)(?=.*FORAGE)(?=.*FISH).*$"
"WI","COLD WATER CATEGORY 5, WARM WATER SPORT FISH, WARM WATER FORAGE, AND LIMITED FORAGE FISH","WI","WARM WATER FORAGE FISH","^(?=.*WARM)(?=.*WATER)(?=.*FORAGE)(?=.*FISH).*$"
"WI","COLD WATER, WARM WATER SPORT FISH AND WARM WATER FORAGE FISH (PERIODS WITH EARLY LIFE STAGES PRESENT)","WI","WARM WATER FORAGE FISH","^(?=.*WARM)(?=.*WATER)(?=.*FORAGE)(?=.*FISH).*$"
"WI","WARM WATER SPORT FISH AND WARM WATER FORAGE FISH (PERIODS WITH EARLY LIFE STAGES ABSENT)","WI","WARM WATER FORAGE FISH","^(?=.*WARM)(?=.*WATER)(?=.*FORAGE)(?=.*FISH).*$"
"WI","WARM WATER SPORTFISH, WARM WATER FORAGE (UNIDIRECTIONAL FLOW GREATER THAN OR EQUAL TO 200 CFS)","WI","WARM WATER FORAGE FISH","^(?=.*WARM)(?=.*WATER)(?=.*FORAGE)(?=.*FISH).*$"
"WI","WARM WATER SPORTFISH, WARM WATER FORAGE (UNIDIRECTIONAL FLOW LESS THAN 200 CFS)","WI","WARM WATER FORAGE FISH","^(?=.*WARM)(?=.*WATER)(?=.*FORAGE)(?=.*FISH).*$"
NA,NA,"AK","MARINE WATER; WATER SUPPLY; INDUSTRIAL","^(?=.*MARINE)(?=.*WATER;)(?=.*WATER)(?=.*SUPPLY;)(?=.*INDUSTRIAL).*$"
"FL","CLASS II: SHELLFISH PROPAGATION OR HARVESTING","FL","SHELLFISH HARVESTING","^(?=.*SHELLFISH)(?=.*HARVESTING).*$"
"FL","CLASS II: SHELLFISH PROPAGATION/HARVESTING","FL","SHELLFISH HARVESTING","^(?=.*SHELLFISH)(?=.*HARVESTING).*$"
"MO","IRRIGATION","MO","IRRIGATION","^(?=.*IRRIGATION).*$"
"OK","IRRIGATION AGRICULTURE","OK","IRRIGATION AGRICULTURE","^(?=.*IRRIGATION)(?=.*AGRICULTURE).*$"
"CO","RECREATIONAL - CLASS E EXISTING PRIMARY CONTACT","CO","PRIMARY CONTACT (RECR)","^(?=.*PRIMARY)(?=.*CONTACT)(?=.*(RECR)).*$"
"CO","RECREATIONAL - CLASS N NOT PRIMARY CONTACT USE","CO","PRIMARY CONTACT (RECR)","^(?=.*PRIMARY)(?=.*CONTACT)(?=.*(RECR)).*$"
"CO","RECREATIONAL - CLASS P POTENTIAL PRIMARY CONTACT","CO","PRIMARY CONTACT (RECR)","^(?=.*PRIMARY)(?=.*CONTACT)(?=.*(RECR)).*$"
"ACO","PRIMARY CONTACT RECREATION (PCR)","CO","PRIMARY CONTACT (RECR)","^(?=.*PRIMARY)(?=.*CONTACT)(?=.*(RECR)).*$"
NA,NA,"MI","RECREATION: SECONDARY BODY CONTACT - FISHING, BOATING","^(?=.*RECREATION:)(?=.*SECONDARY)(?=.*BODY)(?=.*CONTACT)(?=.*-)(?=.*FISHING,)(?=.*BOATING).*$"
NA,NA,"NE","OVERALL USE SUPPORT","^(?=.*OVERALL)(?=.*USE)(?=.*SUPPORT).*$"
NA,NA,"WI","TROUT WATERS","^(?=.*TROUT)(?=.*WATERS).*$"
NA,NA,"OK","HYDROPOWER GENERATION","^(?=.*HYDROPOWER)(?=.*GENERATION).*$"
"TN","DOMESTIC WATER SUPPLY","TN","DOMESTIC WATER SUPPLY","^(?=.*DOMESTIC)(?=.*WATER)(?=.*SUPPLY).*$"
NA,NA,"MN","CLASS 4A IRRIGATION","^(?=.*CLASS)(?=.*4A)(?=.*IRRIGATION).*$"
NA,NA,"AR","NATURAL AND SCENIC WATERWAYS","^(?=.*NATURAL)(?=.*AND)(?=.*SCENIC)(?=.*WATERWAYS).*$"
NA,NA,"WI","PUBLIC DRINKING WATER","^(?=.*PUBLIC)(?=.*DRINKING)(?=.*WATER).*$"
NA,NA,"MN","CLASS 1B DRINKING WATER","^(?=.*CLASS)(?=.*1B)(?=.*DRINKING)(?=.*WATER).*$"
NA,NA,"IA","FISH AND AQUATIC LIFE","^(?=.*FISH)(?=.*AND)(?=.*AQUATIC)(?=.*LIFE).*$"
NA,NA,"CO","AQUATIC LIFE WARM 1","^(?=.*AQUATIC)(?=.*LIFE)(?=.*WARM)(?=.*1).*$"
NA,NA,"MN","CLASS 2C","^(?=.*CLASS)(?=.*2C).*$"
NA,NA,"MN","CLASS 2A COLD WATER AQUATIC CONSUMPTION","^(?=.*CLASS)(?=.*2A)(?=.*COLD)(?=.*WATER)(?=.*AQUATIC)(?=.*CONSUMPTION).*$"
NA,NA,"MS","SECONDARY CONTACT","^(?=.*SECONDARY)(?=.*CONTACT).*$"
NA,NA,"MP","FISH CONSUMPTION","^(?=.*FISH)(?=.*CONSUMPTION).*$"
NA,NA,"AK","FRESH WATER; WATER RECREATION; CONTACT RECREATION","^(?=.*FRESH)(?=.*WATER;)(?=.*WATER)(?=.*RECREATION;)(?=.*CONTACT)(?=.*RECREATION).*$"
NA,NA,"WV","COLD WATER FISHERY - TROUT","^(?=.*COLD)(?=.*WATER)(?=.*FISHERY)(?=.*-)(?=.*TROUT).*$"
NA,NA,"MI","FISH CONSUMPTION","^(?=.*FISH)(?=.*CONSUMPTION).*$"
"VA","ALL SURFACE WATERS OTHER THAN PUBLIC WATER SUPPLY","VA","PUBLIC WATER SUPPLY","^(?=.*PUBLIC)(?=.*WATER)(?=.*SUPPLY).*$"
"VA","PUBLIC WATER SUPPLY","VA","PUBLIC WATER SUPPLY","^(?=.*PUBLIC)(?=.*WATER)(?=.*SUPPLY).*$"
NA,NA,"OH","AQUATIC LIFE - EXCEPTIONAL WARMWATER HABITAT","^(?=.*AQUATIC)(?=.*LIFE)(?=.*-)(?=.*EXCEPTIONAL)(?=.*WARMWATER)(?=.*HABITAT).*$"
NA,NA,"AK","OVERALL USE SUPPORT","^(?=.*OVERALL)(?=.*USE)(?=.*SUPPORT).*$"
NA,NA,"NV","INDUSTRIAL SUPPLY EXCEPT FOR FOOD PROCESSING","^(?=.*INDUSTRIAL)(?=.*SUPPLY)(?=.*EXCEPT)(?=.*FOR)(?=.*FOOD)(?=.*PROCESSING).*$"
NA,NA,"NY","WATER SUPPLY","^(?=.*WATER)(?=.*SUPPLY).*$"
"CA","WILDLIFE USES","CA","WILDLIFE","^(?=.*WILDLIFE).*$"
"MO","FISH CONSUMPTION","MO","FISH CONSUMPTION","^(?=.*FISH)(?=.*CONSUMPTION).*$"
NA,NA,"WV","BAIT MINNOW FISHERY","^(?=.*BAIT)(?=.*MINNOW)(?=.*FISHERY).*$"
"KS","SECONDARY CONTACT RECREATION-CLASS A","KS","RECREATION","^(?=.*RECREATION).*$"
"KS","PRIMARY CONTACT RECREATION-RESTRICTED ACCESS","KS","RECREATION","^(?=.*RECREATION).*$"
"KS","SECONDARY CONTACT RECREATION-CLASS B","KS","RECREATION","^(?=.*RECREATION).*$"
"KS","SECONDARY CONTACT RECREATION-PUBLIC ACCESS","KS","RECREATION","^(?=.*RECREATION).*$"
"KS","PRIMARY CONTACT RECREATION-SWIMMING BEACH","KS","RECREATION","^(?=.*RECREATION).*$"
"KS","SECONDARY CONTACT RECREATION-RESTRICTED ACCESS","KS","RECREATION","^(?=.*RECREATION).*$"
"KS","PRIMARY CONTACT RECREATION-CLASS A","KS","RECREATION","^(?=.*RECREATION).*$"
"KS","PRIMARY CONTACT RECREATION-CLASS B","KS","RECREATION","^(?=.*RECREATION).*$"
"KS","PRIMARY CONTACT RECREATION-CLASS C","KS","RECREATION","^(?=.*RECREATION).*$"
"KS","PRIMARY CONTACT RECREATION-PUBLIC ACCESS","KS","RECREATION","^(?=.*RECREATION).*$"
NA,NA,"CO","DRINKING WATER SOURCE","^(?=.*DRINKING)(?=.*WATER)(?=.*SOURCE).*$"
"IN","AQUATIC LIFE PROTECTION","IN","AQUATIC LIFE","^(?=.*AQUATIC)(?=.*LIFE).*$"
NA,NA,"IL","FISH CONSUMPTION","^(?=.*FISH)(?=.*CONSUMPTION).*$"
NA,NA,"CO","RECREATION, PRIMARY CONTACT","^(?=.*RECREATION,)(?=.*PRIMARY)(?=.*CONTACT).*$"
NA,NA,"MI","NAVIGATION - ACOE DEFINITION OF NAVIGABLE WATERWAY","^(?=.*NAVIGATION)(?=.*-)(?=.*ACOE)(?=.*DEFINITION)(?=.*OF)(?=.*NAVIGABLE)(?=.*WATERWAY).*$"
NA,NA,"WA","AQUATIC LIFE - SUPPLEMENTAL SPAWNING AND INCUBATION PROTECTION","^(?=.*AQUATIC)(?=.*LIFE)(?=.*-)(?=.*SUPPLEMENTAL)(?=.*SPAWNING)(?=.*AND)(?=.*INCUBATION)(?=.*PROTECTION).*$"
NA,NA,"WY","AGRICULTURE","^(?=.*AGRICULTURE).*$"
NA,NA,"KY","AQUATIC LIFE SUPPORT","^(?=.*AQUATIC)(?=.*LIFE)(?=.*SUPPORT).*$"
NA,NA,"HI","RECREATION","^(?=.*RECREATION).*$"
"MO","DRINKING WATER SUPPLY","MO","DRINKING WATER SUPPLY","^(?=.*DRINKING)(?=.*WATER)(?=.*SUPPLY).*$"
NA,NA,"WA","AQUATIC LIFE - BENTHIC SEDIMENT","^(?=.*AQUATIC)(?=.*LIFE)(?=.*-)(?=.*BENTHIC)(?=.*SEDIMENT).*$"
NA,NA,"TX","FISH CONSUMPTION","^(?=.*FISH)(?=.*CONSUMPTION).*$"
"MN","CLASS 2B - MISSISSIPPI RIVER NAVIGATIONAL POOL 5-8","MN","CLASS 5  NAVIGATION","^(?=.*CLASS)(?=.*5)(?=.*)(?=.*NAVIGATION).*$"
"NV","WATERING OF LIVESTOCK","NV","LIVESTOCK WATERING","^(?=.*LIVESTOCK)(?=.*WATERING).*$"
NA,NA,"WI","COLD WATER FISHERY -TROUT","^(?=.*COLD)(?=.*WATER)(?=.*FISHERY)(?=.*-TROUT).*$"
NA,NA,"MT","RECREATION CLASS 1 - FULL BODY CONTACT","^(?=.*RECREATION)(?=.*CLASS)(?=.*1)(?=.*-)(?=.*FULL)(?=.*BODY)(?=.*CONTACT).*$"
NA,NA,"OH","AQUATIC LIFE - MODIFIED WARMWATER HABITAT - IMPOUNDED","^(?=.*AQUATIC)(?=.*LIFE)(?=.*-)(?=.*MODIFIED)(?=.*WARMWATER)(?=.*HABITAT)(?=.*-)(?=.*IMPOUNDED).*$"
NA,NA,"OR","WATER CONTACT RECREATION","^(?=.*WATER)(?=.*CONTACT)(?=.*RECREATION).*$"
NA,NA,"CA","PRESERVATION OF BIO. HAB. OF SPEC. SIGNIF.","^(?=.*PRESERVATION)(?=.*OF)(?=.*BIO.)(?=.*HAB.)(?=.*OF)(?=.*SPEC.)(?=.*SIGNIF.).*$"
"KY","COLD WATER AQUATIC HABITAT","KY","COLD WATER AQUATIC HABITAT","^(?=.*COLD)(?=.*WATER)(?=.*AQUATIC)(?=.*HABITAT).*$"
"KY","COLD WATER AQUATIC HABITAT; LAKE AND RESERVOIRS THAT SUPPORT TROUT","KY","COLD WATER AQUATIC HABITAT","^(?=.*COLD)(?=.*WATER)(?=.*AQUATIC)(?=.*HABITAT).*$"
NA,NA,"OK","AQUATIC AND WILDLIFE","^(?=.*AQUATIC)(?=.*AND)(?=.*WILDLIFE).*$"
NA,NA,"OH","CATEGORY 3 WETLAND","^(?=.*CATEGORY)(?=.*3)(?=.*WETLAND).*$"
NA,NA,"WA","WILDLIFE HABITAT","^(?=.*WILDLIFE)(?=.*HABITAT).*$"
"SD","IMMERSION RECREATION WATERS","SD","IMMERSION RECREATION WATERS","^(?=.*IMMERSION)(?=.*RECREATION)(?=.*WATERS).*$"
NA,NA,"CT","AGRICULTURE","^(?=.*AGRICULTURE).*$"
NA,NA,"NM","LIVESTOCK WATERING & WILDLIFE HABITAT","^(?=.*LIVESTOCK)(?=.*WATERING)(?=.*&)(?=.*WILDLIFE)(?=.*HABITAT).*$"
"IA","CLASS B(WW-2) - WARM WATER AQUATIC LIFE - TYPE 2","IA","AQUATIC LIFE","^(?=.*AQUATIC)(?=.*LIFE).*$"
"IA","CLASS B(WW-3) - WARM WATER AQUATIC LIFE - TYPE 3","IA","AQUATIC LIFE","^(?=.*AQUATIC)(?=.*LIFE).*$"
"IA","CLASS B(WW-1) - WARM WATER AQUATIC LIFE - TYPE 1","IA","AQUATIC LIFE","^(?=.*AQUATIC)(?=.*LIFE).*$"
"VT","PROTECTION OF AQUATIC BIOTA","VT","AQUATIC BIOTA","^(?=.*AQUATIC)(?=.*BIOTA).*$"
NA,NA,"NC","FISH CONSUMPTION","^(?=.*FISH)(?=.*CONSUMPTION).*$"
"SD","WARMWATER PERMANENT FISH LIFE PROPAGATION WATERS (USE 4)","SD","WARMWATER PERMANENT FISH LIFE PROPAGATION WATERS","^(?=.*WARMWATER)(?=.*PERMANENT)(?=.*FISH)(?=.*LIFE)(?=.*PROPAGATION)(?=.*WATERS).*$"
"SD","WARMWATER SEMIPERMANENT FISH LIFE PROPAGATION WATERS (USE 5)","SD","WARMWATER PERMANENT FISH LIFE PROPAGATION WATERS","^(?=.*WARMWATER)(?=.*PERMANENT)(?=.*FISH)(?=.*LIFE)(?=.*PROPAGATION)(?=.*WATERS).*$"
NA,NA,"OH","AQUATIC LIFE - WARMWATER HABITAT/COLDWATER HABITAT","^(?=.*AQUATIC)(?=.*LIFE)(?=.*-)(?=.*WARMWATER)(?=.*HABITAT/COLDWATER)(?=.*HABITAT).*$"
NA,NA,"DE","ERES (EXC. REC.& ECO. SIG.)","^(?=.*ERES)(?=.*(EXC.)(?=.*REC.&)(?=.*ECO.)(?=.*SIG.)).*$"
NA,NA,"UT","GREAT SALT LAKE - FARMINGTON BAY","^(?=.*GREAT)(?=.*SALT)(?=.*LAKE)(?=.*-)(?=.*FARMINGTON)(?=.*BAY).*$"
"IN","FULL BODY CONTACT RECREATIONAL USES -  GREAT LAKES","IN","GREAT LAKES FULL BODY CONTACT","^(?=.*GREAT)(?=.*LAKES)(?=.*FULL)(?=.*BODY)(?=.*CONTACT).*$"
NA,NA,"MO","OVERALL USE SUPPORT","^(?=.*OVERALL)(?=.*USE)(?=.*SUPPORT).*$"
NA,NA,"NM","FISH CONSUMPTION","^(?=.*FISH)(?=.*CONSUMPTION).*$"
